Standardized_Contract,Contract_Type,Group_Name,Exchange_Name,Parent_Name,Abbreviated_Name,Country,Region,Year,Month,Report_Year_Month,Date,Volume,Open_Interest
Mini Silver,Future,Metals,ICE Futures U.S.,Intercontinental Exchange,IFUS,United States,North America,2017,8,2017-08,8/1/2017,8234,1242
Mini Singapore Fuel Oil 180 CST (Platts) (0F),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,830,1792
Mini Singapore Fuel Oil 380 CST (Platts) (MTS),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,6663,10040
Mini Singapore Fuel Oil 380 CST (Platts) Balance of the Month (MTB),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,230,230
Mini Singapore Fuel Oil 380 CST (Platts) vs. European 3.5% Fuel Oil Barges FOB Rotterdam (Platts) (MSB),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,20,20
Mini Singapore Gasoil (Platts) (MSG),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,103,203
Mini Soybean,Future,Agriculture,Chicago Board of Trade,CME Group,CBOT,United States,North America,2017,8,2017-08,8/1/2017,10695,18734
Mini Taiex (MTX),Future,Equity,Taiwan Futures Exchange,Taiwan Futures Exchange,TAIFEX,Taiwan,Asia,2017,8,2017-08,8/1/2017,2266740,49513
Mini ULSD 10 PPM Cargoes CIF MED (Platts) vs. Low Sulphur Gasoil (UCM),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,20,156
Mini ULSD 10 PPM Cargoes CIF NWE (Platts) vs. Low Sulphur Gasoil (MGN),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,20,524
Mini US Dollar,Future,Currencies,B3,B3,B3,Brazil,Latin America,2017,8,2017-08,8/1/2017,15539231,105519
Mini US Dollar,Future,Currencies,Bolsa de Valores de Colombia,Bolsa de Valores de Colombia,BVC,Colombia,Latin America,2017,8,2017-08,8/1/2017,9100,1300
Mini US Dollar Index,Future,Currencies,ICE Futures Singapore,ICE Futures Singapore,IFSG,Singapore,Asia,2017,8,2017-08,8/1/2017,61,8
Mini VSTOXX,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,1288777,273891
Mini Wheat,Future,Agriculture,Chicago Board of Trade,CME Group,CBOT,United States,North America,2017,8,2017-08,8/1/2017,7153,2234
Mini WTI Crude,Future,Energy,ICE Futures Singapore,ICE Futures Singapore,IFSG,Singapore,Asia,2017,8,2017-08,8/1/2017,127331,4200
Mini Zinc,Future,Metals,Multi Commodity Exchange of India,Multi Commodity Exchange of India,MCX,India,Asia,2017,8,2017-08,8/1/2017,816737,17506
Mini-ASX SPI 200,Future,Equity,ASX 24,ASX,ASX 24,Australia,Asia,2017,8,2017-08,8/1/2017,789,122
Mini-DAX,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,623953,12732
Mini-Topix,Future,Equity,Japan Exchange,Japan Exchange,JPX,Japan,Asia,2017,8,2017-08,8/1/2017,343695,25862
miNY Gold (QO),Future,Metals,Commodity Exchange (COMEX),CME Group,COMEX,United States,North America,2017,8,2017-08,8/1/2017,6863,821
miNY Silver (QI),Future,Metals,Commodity Exchange (COMEX),CME Group,COMEX,United States,North America,2017,8,2017-08,8/1/2017,795,83
MISO Indiana Hub (formerly Cinergy Hub) 5 Month Peak Calendar-Month Real-Time (H3),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,43551
MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Off-Peak Calendar-Month 5 MW (K2),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,16000,294600
MISO Indiana Hub (formerly Cinergy Hub) Day-Ahead Peak Calendar-Month 5 MW (H5),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,554,12729
MISO Indiana Hub (formerly Cinergy Hub) Off-Peak LMP (EJ),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,120
MISO Indiana Hub (formerly Cinergy Hub) Real-Time Off-Peak Calendar-Month 5 MW (H4),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,16000,578840
MISO Indiana Hub (formerly Cinergy Hub) Real-Time Peak Calendar-Month 2.5 MW (EM),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,288
MISO Indiana Hub Day-Ahead Off-Peak Calendar-Day 5 MW (FAD),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,33280
MISO Indiana Hub Day-Ahead Off-Peak Financial (50 MWH) (MCDQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,4676,21040
MISO Indiana Hub Day-Ahead Peak Calendar-Day 5 MW (PDD),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,2018
MISO Indiana Hub Day-Ahead Peak Financial (5 MW) (MCBQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,1275
MISO Indiana Hub Day-Ahead Peak Financial (50 MW) (MCCQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,769
MISO Indiana Hub Real-Time Off-Peak Calendar-Day 5 MW (FTD),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,4704
MISO Indiana Hub Real-Time Off-Peak Financial (50 MWH) (CPOQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,15788
MISO Indiana Hub Real-Time Peak Calendar-Day 5 MW (PTD),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,588
MISO Indiana Hub Real-Time Peak Financial (50 MW) (CINQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,0,1491
MISO Indiana Hub Real-Time Peak Mini Financial (5 MW) (MCHQ),Future,Energy,Nasdaq NFX,Nasdaq,NFX,United States,North America,2017,8,2017-08,8/1/2017,2550,6204
MISO Michigan Hub 5 MW Off-Peak Calendar-Month Day-Ahead (HMO),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,98280
MISO Michigan Hub 5 MW Peak Calendar-Month Day-Ahead (HMW),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,0,6340
Mont Belvieu Ethane (OPIS) (C0),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,16456,75586
Mont Belvieu Ethane (OPIS) Average Price (4J),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,275,2875
Mont Belvieu Ethane (OPIS) Balance of the Month (8C),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,175,175
Mont Belvieu Ethylene (PCW) Financial (MBN),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,1154,3383
Mont Belvieu Iso-Butane (OPIS) (8I),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,688,4134
Mont Belvieu LDH Iso-Butane (OPIS) (MBL),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,105,190
Mont Belvieu LDH Propane (OPIS) (B0),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,101923,113090
Mont Belvieu LDH Propane (OPIS) Average Price (4H),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,1358,3907
Mont Belvieu LDH Propane (OPIS) Balance of the Month (8O),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,1693,1643
Mont Belvieu Natural Gasoline (OPIS) (7Q),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,2306,9552
Mont Belvieu Natural Gasoline (OPIS) Balance of the Month (R0),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,117,117
Mont Belvieu Normal Butane (OPIS) (D0),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,29121,41812
Mont Belvieu Normal Butane (OPIS) Average Price (4K),Option,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,200,300
Mont Belvieu Normal Butane (OPIS) Balance of the Month (8J),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,820,795
Mont Belvieu Normal Butane LDH (OPIS) (MNB),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,2603,3627
Mont Belvieu Spot Ethylene In-Well (MBE),Future,Energy,New York Mercantile Exchange,CME Group,NYMEX,United States,North America,2017,8,2017-08,8/1/2017,1205,1260
MR26 Bond,Future,Interest Rates,Mexican Derivatives Exchange,BMV Group,MEXDER,Mexico,Latin America,2017,8,2017-08,8/1/2017,1700,7100
MSCI AC Asia Pacific ex Japan,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,261,2623
MSCI AC Asia Pacific Ex Japan,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,30,234
MSCI ACWI,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,58,292
MSCI All Countries Asia Ex Japan Index,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,727,20387
MSCI Australia (FMAU),Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,9412,26994
MSCI AWI NTR Index,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,63370,57965
MSCI Brazil Index,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,14136,19921
MSCI Canada GTR (USD)(FMGC),Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,2536,21170
MSCI Canada NTR (USD) (FMCA),Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,0,1
MSCI Chile,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,178,6897
MSCI China Free,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,169919,113129
MSCI China Index,Future,Equity,Singapore Exchange,Singapore Exchange,SGX,Singapore,Asia,2017,8,2017-08,8/1/2017,1945,91
MSCI Colombia,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,44,1280
MSCI Czech Rep (FMCZ),Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,0,306
MSCI EAFE (MXEA),Option,Equity,Chicago Board Options Exchange,CBOE Holdings,CBOE,United States,North America,2017,8,2017-08,8/1/2017,4109,
MSCI EAFE (MXEA),Option,Equity,OCC,OCC,OCC,United States,North America,2017,8,2017-08,8/1/2017,,23037
MSCI EAFE Index,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,0,26
MSCI EAFE NTR (USD) (FMFA),Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,2,793
MSCI EAFE Price Index (FMFP),Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,3230,3768
MSCI EAFE Price Index (OMFP),Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,17942,25634
MSCI Egypt,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,0,47
MSCI EM EMEA Index,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,0,787
MSCI EM Lat Am Index,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,0,24
MSCI Emerging Markets,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,12595,86435
MSCI Emerging Markets (EM) Index,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,18612,118074
MSCI Emerging Markets Asia,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,281554,305421
MSCI Emerging Markets Asia (OMEA),Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,0,8387
MSCI Emerging Markets EMEA,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,53970,83949
MSCI Emerging Markets Index (MXEF),Option,Equity,Chicago Board Options Exchange,CBOE Holdings,CBOE,United States,North America,2017,8,2017-08,8/1/2017,4108,
MSCI Emerging Markets Index (MXEF),Option,Equity,OCC,OCC,OCC,United States,North America,2017,8,2017-08,8/1/2017,,5954
MSCI Emerging Markets Latin America,Future,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,15663,36315
MSCI Emerging Markets Net TR EUR Index,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,422,19096
MSCI Emerging Markets NTR (EUR) (OMEN),Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,0,11643
MSCI Emerging Markets NTR (USD) (OMEM),Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,17377,86748
MSCI Emerging Markets USD (OMEF),Option,Equity,Eurex,Eurex,EUREX,Germany,Europe,2017,8,2017-08,8/1/2017,19230,41319
MSCI EMU Net Total Return EUR - Standard Index,Future,Equity,ICE Futures Europe,Intercontinental Exchange,IFEU,United Kingdom,Europe,2017,8,2017-08,8/1/2017,0,10414
