Exchange_Name,Reported_Instrument_Name,Report_Month_Name,Report_Year,Report_Year_Month,Volume,Open_Interest
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),January,2011,2011-01,3108,
ICE Futures Europe,Brent Crude Oil Options,May,2005,2005-05,3102,
Singapore International Monetary Exchange,Brent Crude,April,1998,1998-04,3099,
Chicago Mercantile Exchange,British Pound/Japanese Yen,July,2010,2010-07,3090,
ICE Futures U.S.,Australian Dollar/New Zealand,March,2010,2010-03,3085,
Chicago Mercantile Exchange,British Pound/Japanese Yen,August,2010,2010-08,3084,
Singapore International Monetary Exchange,Brent Crude,March,1999,1999-03,3084,
Singapore International Monetary Exchange,Brent Crude,June,1998,1998-06,3083,
New York Board of Trade,Australian Dollar/New Zealand,February,2004,2004-02,3078,
Chicago Mercantile Exchange,British Pound/Japanese Yen,February,2011,2011-02,3076,
National Commodity & Derivatives Exchange,Barley,July,2009,2009-07,3071,
ICE Futures Europe,Brent Crude Oil Options,November,2007,2007-11,3071,
International Petroleum Exchange,Brent Crude Oil Options,March,2004,2004-03,3067,
Chicago Mercantile Exchange,British Pound/Japanese Yen,May,2011,2011-05,3060,
Chicago Mercantile Exchange,90 Day T-Bills,May,2001,2001-05,3037,
New York Board of Trade,Australian Dollar/New Zealand,August,2004,2004-08,3031,
Chicago Mercantile Exchange,90 Day T-Bills,December,2001,2001-12,3028,
Chicago Mercantile Exchange,British Pound/Japanese Yen,June,2010,2010-06,3005,
New York Board of Trade,Australian Dollar/New Zealand,March,2005,2005-03,3005,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,November,2003,2003-11,3004,
New York Board of Trade,Australian Dollar/New Zealand,October,1999,1999-10,2989,
Chicago Board of Trade,2 Year Treasury Note,January,2005,2005-01,2986,
Singapore International Monetary Exchange,Brent Crude,January,1999,1999-01,2982,
ICE Futures U.S.,Australian Dollar/New Zealand,September,2009,2009-09,2979,
Chicago Mercantile Exchange,British Pound/Japanese Yen,January,2011,2011-01,2976,
Chicago Board of Trade,Binary,November,2007,2007-11,2976,
International Petroleum Exchange,Brent Crude Oil Options,September,2004,2004-09,2968,
Nyse Liffe U.S.,"5,000 oz. Silver",October,2011,2011-10,2959,
National Commodity & Derivatives Exchange,Barley,January,2011,2011-01,2959,
Chicago Board of Trade,Binary,October,2006,2006-10,2954,
Chicago Board of Trade,Binary,November,2006,2006-11,2943,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,February,2005,2005-02,2943,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),March,2012,2012-03,2938,
National Commodity & Derivatives Exchange,Barley,April,2008,2008-04,2921,
Chicago Board of Trade,Binary,July,2006,2006-07,2914,
Singapore International Monetary Exchange,Brent Crude,January,1998,1998-01,2911,
Chicago Mercantile Exchange,5 Year Swap,October,2008,2008-10,2910,
Chicago Mercantile Exchange,5 Year Swap,September,2008,2008-09,2910,
Chicago Mercantile Exchange,90 Day T-Bills,April,1999,1999-04,2892,
"Liffe Derivatives Market - Liffe, Uk",Barley,August,1996,1996-08,2874,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,March,2004,2004-03,2873,
National Commodity & Derivatives Exchange,Barley,November,2007,2007-11,2869,
New York Board of Trade,Australian Dollar/New Zealand,July,1999,1999-07,2861,
Nyse Liffe U.S.,"5,000 oz. Silver",July,2011,2011-07,2849,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),March,2011,2011-03,2842,
ICE Futures U.S.,Australian Dollar/New Zealand,March,2006,2006-03,2842,
ICE Futures U.S.,Australian Dollar/New Zealand,March,2007,2007-03,2825,
Chicago Mercantile Exchange,5 Year SWAP,May,2003,2003-05,2825,
ICE Futures U.S.,Australian Dollar/New Zealand,September,2010,2010-09,2824,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),January,2012,2012-01,2817,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),January,2009,2009-01,2811,
Chicago Mercantile Exchange,5 Year Swap,April,2005,2005-04,2810,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,September,2006,2006-09,2809,
New York Board of Trade,Australian Dollar/New Zealand,September,2000,2000-09,2806,
London Commodity Exchange,Barley,October,1995,1995-10,2805,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,September,2005,2005-09,2794,
Chicago Mercantile Exchange,British Pound/Japanese Yen,August,2012,2012-08,2767,
International Petroleum Exchange,Brent Crude Oil Options,September,2003,2003-09,2760,
Chicago Mercantile Exchange,90 Day T-Bills,February,2001,2001-02,2744,
Chicago Board of Trade,7 Year Interest Rate Swap,January,2010,2010-01,2738,
National Commodity & Derivatives Exchange,Barley,February,2011,2011-02,2738,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,January,2004,2004-01,2733,
NYSE Amex,Airline Index,May,1996,1996-05,2726,
New York Mercantile Exchange,California Oregon Border Electricity,January,1998,1998-01,2711,
London Commodity Exchange,Barley,November,1995,1995-11,2711,
Chicago Mercantile Exchange,5 Year SWAP,December,2002,2002-12,2710,
International Petroleum Exchange,Brent Crude Oil Options,June,2003,2003-06,2709,
US Futures Exchange,2 Year Treasury Note,January,2005,2005-01,2704,
NYSE Amex,Airline Index,June,1998,1998-06,2696,
Chicago Mercantile Exchange,British Pound/Japanese Yen,July,2008,2008-07,2693,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),June,2012,2012-06,2686,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),November,2012,2012-11,2683,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,April,2000,2000-04,2682,
Chicago Board of Trade,Binary,December,2006,2006-12,2678,
New York Board of Trade,Australian Dollar/New Zealand,June,2001,2001-06,2665,
Chicago Mercantile Exchange,British Pound/Japanese Yen,September,2011,2011-09,2664,
Chicago Mercantile Exchange,British Pound/Japanese Yen,May,2012,2012-05,2652,
Singapore International Monetary Exchange,Brent Crude,December,1999,1999-12,2646,
Chicago Mercantile Exchange,British Pound/Japanese Yen,April,2011,2011-04,2645,
Montreal Exchange,Banking Index (SXB),December,2007,2007-12,2642,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),August,2012,2012-08,2641,
ICE Futures U.S.,Australian Dollar/New Zealand,November,2007,2007-11,2623,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,March,2003,2003-03,2606,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),April,2012,2012-04,2603,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,June,2005,2005-06,2601,
New York Board of Trade,BFP Milk,March,1999,1999-03,2596,
Singapore International Monetary Exchange,Brent Crude,February,1997,1997-02,2596,
Singapore International Monetary Exchange,Brent Crude,December,1996,1996-12,2592,
National Commodity & Derivatives Exchange,Barley,December,2009,2009-12,2590,
NYSE Amex,Airline Index,January,1998,1998-01,2567,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),March,2010,2010-03,2565,
Chicago Mercantile Exchange,5 Year Swap,July,2004,2004-07,2565,
Chicago Board of Trade,Binary,June,2007,2007-06,2558,
ICE Futures Europe,Brent Crude Oil Options,February,2007,2007-02,2556,
Montreal Exchange,Banking Index (SXB),September,2007,2007-09,2540,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,July,2006,2006-07,2539,
Chicago Mercantile Exchange,British Pound/Japanese Yen,November,2010,2010-11,2533,
National Commodity & Derivatives Exchange,Barley,January,2007,2007-01,2523,
New York Board of Trade,Australian Dollar/New Zealand,March,2000,2000-03,2516,
New York Board of Trade,Australian Dollar/New Zealand,January,2004,2004-01,2500,
Montreal Exchange,Banking Index (SXB),August,2008,2008-08,2500,
ICE Futures U.S.,Australian Dollar/New Zealand,December,2006,2006-12,2483,
Singapore International Monetary Exchange,Brent Crude,August,1998,1998-08,2483,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),June,2010,2010-06,2470,
New York Mercantile Exchange,AER-Dayton Hub Daily Electricity Futures - Peak,May,2005,2005-05,2460,
Chicago Board of Trade,$25 Dow Jones Industrial Index,October,2008,2008-10,2449,
Singapore International Monetary Exchange,Brent Crude,November,1998,1998-11,2449,
Chicago Board of Trade,7 Year Interest Rate Swap,August,2011,2011-08,2443,
Singapore International Monetary Exchange,Brent Crude,April,1996,1996-04,2439,
International Petroleum Exchange,Brent Crude Oil Options,February,2004,2004-02,2425,
Chicago Board of Trade,7 Year Interest Rate Swap,May,2010,2010-05,2420,
National Commodity & Derivatives Exchange,Barley,July,2008,2008-07,2415,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),April,2012,2012-04,2410,
Chicago Mercantile Exchange,5 Year Swap,May,2004,2004-05,2389,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),May,2008,2008-05,2385,
Singapore International Monetary Exchange,Brent Crude,November,1999,1999-11,2361,
Chicago Board of Trade,Binary,January,2008,2008-01,2341,
Singapore International Monetary Exchange,Brent Crude,May,1997,1997-05,2338,
Multi Commodity Exchange of India,Barley,January,2010,2010-01,2323,
Montreal Exchange,Banking Index (SXB),October,2008,2008-10,2320,
NYSE Amex,Airline Index,July,1996,1996-07,2316,
ICE Futures U.S.,British Pound Sterling/Aussie Dollar,October,2012,2012-10,2315,
NYSE Amex,Airline Index,December,1997,1997-12,2310,
International Petroleum Exchange,Brent Crude Oil Options,November,2004,2004-11,2310,
New York Board of Trade,Australian Dollar/New Zealand,September,2001,2001-09,2309,
International Petroleum Exchange,Brent Crude Oil Options,August,2004,2004-08,2308,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,April,2004,2004-04,2302,
Singapore International Monetary Exchange,Brent Crude,June,1996,1996-06,2301,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),May,2012,2012-05,2300,
Chicago Mercantile Exchange,5 Year Swap,November,2006,2006-11,2300,
Chicago Mercantile Exchange,British Pound/Japanese Yen,July,2011,2011-07,2287,
"Liffe Derivatives Market - Liffe, Uk",Barley,November,1997,1997-11,2285,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,September,2004,2004-09,2285,
"Liffe Derivatives Market - Liffe, Uk",Barley,October,1997,1997-10,2280,
Chicago Board of Trade,$25 Dow Jones Industrial Index,July,2006,2006-07,2267,
London Commodity Exchange,Barley,August,1995,1995-08,2264,
NYSE Amex,Airline Index,February,1998,1998-02,2261,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),July,2011,2011-07,2246,
ICE Futures U.S.,Australian Dollar/New Zealand,December,2011,2011-12,2245,
New York Mercantile Exchange,AER-Dayton Hub Daily Electricity Futures - Peak,July,2005,2005-07,2240,
Chicago Mercantile Exchange,British Pound/Japanese Yen,June,2012,2012-06,2238,
Multi Commodity Exchange of India,Barley,March,2010,2010-03,2232,
ICE Futures U.S.,British Pound Sterling/Aussie Dollar,September,2012,2012-09,2228,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,May,2004,2004-05,2227,
Nasdaq OMX Commodities,Carbon EUA,November,2012,2012-11,2222,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,January,2007,2007-01,2212,
New York Mercantile Exchange,California Oregon Border Electricity,February,1998,1998-02,2202,
ICE Futures Europe,Brent Crude Oil Options,April,2007,2007-04,2192,
Chicago Mercantile Exchange,British Pound/Japanese Yen,January,2010,2010-01,2185,
International Petroleum Exchange,Brent Crude Oil Options,May,2004,2004-05,2181,
New York Board of Trade,Australian Dollar/New Zealand,June,2000,2000-06,2175,
Chicago Mercantile Exchange,5 Year SWAP,October,2003,2003-10,2175,
"Liffe Derivatives Market - Liffe, Uk",Barley,October,1998,1998-10,2163,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),December,2011,2011-12,2161,
Singapore International Monetary Exchange,Brent Crude,July,1997,1997-07,2160,
Montreal Exchange,Banking Index (SXB),June,2008,2008-06,2160,
ICE Futures U.S.,Australian Dollar/New Zealand,August,2007,2007-08,2150,
NYSE Amex,Airline Index,June,1995,1995-06,2146,
New York Board of Trade,Australian Dollar/New Zealand,July,2001,2001-07,2145,
ICE Futures U.S.,Australian Dollar/New Zealand,February,2011,2011-02,2144,
New York Board of Trade,Australian Dollar/New Zealand,January,2000,2000-01,2138,
London Commodity Exchange,Barley,September,1995,1995-09,2133,
Chicago Mercantile Exchange,British Pound/Japanese Yen,June,2011,2011-06,2132,
Chicago Mercantile Exchange,5 Year SWAP,August,2003,2003-08,2125,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),October,2011,2011-10,2119,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,November,2005,2005-11,2119,
ICE Futures Europe,Brent Crude Oil Options,April,2006,2006-04,2119,
New York Mercantile Exchange,California Oregon Border Electricity,April,2000,2000-04,2115,
New York Board of Trade,Australian Dollar/New Zealand,March,2004,2004-03,2114,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,December,2003,2003-12,2114,
Montreal Exchange,Banking Index (SXB),April,2008,2008-04,2114,
NYSE Amex,Airline Index,January,1997,1997-01,2112,
Chicago Mercantile Exchange,British Pound/Japanese Yen,February,2010,2010-02,2112,
National Commodity & Derivatives Exchange,Barley,March,2008,2008-03,2111,
Nasdaq OMX Commodities,Carbon EUA,April,2012,2012-04,2109,
National Commodity & Derivatives Exchange,Barley,June,2009,2009-06,2105,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,August,2004,2004-08,2099,
Chicago Mercantile Exchange,90 Day T-Bills,January,2001,2001-01,2090,
International Petroleum Exchange,Brent Crude Oil Options,November,2003,2003-11,2082,
New York Mercantile Exchange,Brent Crude Oil Average Price (BA),December,2010,2010-12,2079,
Chicago Mercantile Exchange,90 Day T-Bills,November,1999,1999-11,2075,
New York Board of Trade,Australian Dollar/New Zealand,March,2002,2002-03,2073,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,December,2002,2002-12,2071,
New York Mercantile Exchange,California Oregon Border Electricity,August,1996,1996-08,2063,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),November,2011,2011-11,2055,
ICE Futures U.S.,Australian Dollar/New Zealand,July,2007,2007-07,2050,
ICE Futures U.S.,Australian Dollar/New Zealand,September,2007,2007-09,2050,
Singapore International Monetary Exchange,Brent Crude,July,1998,1998-07,2044,
New York Board of Trade,Australian Dollar/New Zealand,March,2003,2003-03,2038,
NYSE Amex,Airline Index,January,1995,1995-01,2036,
"Liffe Derivatives Market - Liffe, Uk",Barley,February,1996,1996-02,2035,
Chicago Board of Trade,Binary,April,2008,2008-04,2030,
Chicago Mercantile Exchange,90 Day T-Bills,August,1999,1999-08,2019,
New York Board of Trade,Australian Dollar/New Zealand,October,2005,2005-10,2018,
"Liffe Derivatives Market - Liffe, Uk",Barley,August,1997,1997-08,2017,
"Liffe Derivatives Market - Liffe, Uk",Barley,September,1996,1996-09,2012,
Chicago Board of Trade,Binary,October,2007,2007-10,2000,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),January,2012,2012-01,1998,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,March,2005,2005-03,1998,
New York Board of Trade,Australian Dollar/New Zealand,November,1999,1999-11,1997,
New York Mercantile Exchange,Argus LLS vs. WTI (Arg) T (E5),February,2011,2011-02,1994,
ICE Futures U.S.,Australian Dollar/New Zealand,November,2010,2010-11,1979,
National Commodity & Derivatives Exchange,Barley,March,2010,2010-03,1979,
International Petroleum Exchange,Brent Crude Oil Options,June,2004,2004-06,1975,
"Liffe Derivatives Market - Liffe, Uk",Barley,September,1997,1997-09,1968,
ICE Futures U.S.,Australian Dollar/New Zealand,April,2007,2007-04,1956,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),October,2008,2008-10,1941,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),July,2012,2012-07,1936,
Chicago Mercantile Exchange,Argentine FRB Bond,April,1996,1996-04,1935,
Chicago Mercantile Exchange,90 Day T-Bills,July,1999,1999-07,1934,
New York Mercantile Exchange,California Oregon Border Electricity,October,1999,1999-10,1929,
Chicago Mercantile Exchange,Argentine FRB Bond,June,1996,1996-06,1928,
Chicago Board of Trade,2 Year Treasury Note,November,2004,2004-11,1927,
ICE Futures Europe,Brent Crude Oil Options,August,2006,2006-08,1920,
NYSE Amex,Airline Index,July,1995,1995-07,1912,
Chicago Mercantile Exchange,British Pound/Japanese Yen,October,2012,2012-10,1909,
Singapore International Monetary Exchange,Brent Crude,October,1997,1997-10,1907,
"Liffe Derivatives Market - Liffe, Uk",Barley,October,1996,1996-10,1906,
New York Board of Trade,Australian Dollar/New Zealand,August,2001,2001-08,1898,
ICE Futures Europe,Brent Crude Oil Options,February,2005,2005-02,1896,
Bolsa de Mercadorias & Futuros,Anhyddrous Fuel Alcohol Futures,December,2006,2006-12,1891,
Chicago Mercantile Exchange,90 Day T-Bills,August,2001,2001-08,1888,
New York Mercantile Exchange,California Oregon Border Electricity,October,1997,1997-10,1875,
Nasdaq OMX Commodities,Carbon EUA,May,2012,2012-05,1874,
Chicago Mercantile Exchange,British Pound/Japanese Yen,July,2012,2012-07,1872,
NYSE Amex,Airline Index,April,1996,1996-04,1862,
International Petroleum Exchange,Brent Crude Oil Options,April,2004,2004-04,1840,
New York Mercantile Exchange,1% Fuel Oil NWE Crack Spead Swap (FI),November,2009,2009-11,1836,
